date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:10:21	2665231/2665231	---M--	200	added ('OK')	image/png	etag:%2228ab0f-5308710e5ecf9%22	http://ukepengen.no/wp-content/uploads/2015/10/emma34.png	ukepengen.no/wp-content/uploads/2015/10/emma34.png	(from http://ukepengen.no/traning/)
15:14:32	8992115/8992115	---M--	200	added ('OK')	video/x-m4v	etag:%22893573-5308710e77399%22	http://ukepengen.no/wp-content/uploads/2015/11/VECKOPENGEN-FILM.m4v	ukepengen.no/wp-content/uploads/2015/11/VECKOPENGEN-FILM.m4v	(from http://ukepengen.no/)
15:14:32	2207/2207	---MCZ	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202017%2014:14:32%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Fexperience%2F	ukepengen.no/wp-json/oembed/1.0/embed8f05.json	(from http://ukepengen.no/en/experience/)
15:14:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:32%20GMT	http://ukepengen.no/?p=64	ukepengen.no/index8cd4.html	(from http://ukepengen.no/en/experience/)
15:14:32	2302/2302	---MCZ	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202017%2014:14:32%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Fexperience%2F&format=xml	ukepengen.no/wp-json/oembed/1.0/embed25ca	(from http://ukepengen.no/en/experience/)
15:14:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:32%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/experience/)
15:14:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:33%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/experience/)
15:14:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:33%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/experience/)
15:14:33	2172/2172	---MCZ	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202017%2014:14:33%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Ftip%2F	ukepengen.no/wp-json/oembed/1.0/embed7d83.json	(from http://ukepengen.no/en/tip/)
15:14:33	2267/2267	---MCZ	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202017%2014:14:33%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Ftip%2F&format=xml	ukepengen.no/wp-json/oembed/1.0/embed2f8c	(from http://ukepengen.no/en/tip/)
15:14:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:33%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/tip/)
15:14:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:34%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/tip/)
15:14:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:34%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/tip/)
15:14:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:34%20GMT	http://ukepengen.no/?p=60	ukepengen.no/index0721.html	(from http://ukepengen.no/en/tip/)
15:14:34	2197/2197	---MCZ	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202017%2014:14:34%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Fabout-us%2F	ukepengen.no/wp-json/oembed/1.0/embed7e47.json	(from http://ukepengen.no/en/about-us/)
15:14:34	2292/2292	---MCZ	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202017%2014:14:34%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Fabout-us%2F&format=xml	ukepengen.no/wp-json/oembed/1.0/embed348b	(from http://ukepengen.no/en/about-us/)
15:14:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:35%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/about-us/)
15:14:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:35%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/about-us/)
15:14:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:35%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/about-us/)
15:14:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:36%20GMT	http://ukepengen.no/?p=50	ukepengen.no/index6aed.html	(from http://ukepengen.no/en/about-us/)
15:14:36	2182/2182	---MCZ	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202017%2014:14:36%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Fterms%2F	ukepengen.no/wp-json/oembed/1.0/embed1816.json	(from http://ukepengen.no/en/terms/)
15:14:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:36%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/terms/)
15:14:38	2277/2277	---MCZ	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202017%2014:14:36%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Fterms%2F&format=xml	ukepengen.no/wp-json/oembed/1.0/embedf58e	(from http://ukepengen.no/en/terms/)
15:14:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:37%20GMT	http://ukepengen.no/?p=165	ukepengen.no/index17d5.html	(from http://ukepengen.no/en/terms/)
15:14:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:38%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/terms/)
15:14:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:38%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/terms/)
15:14:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:39%20GMT	http://ukepengen.no/?p=160	ukepengen.no/index9c2b.html	(from http://ukepengen.no/en/faq-2/)
15:14:39	2176/2176	---MCZ	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202017%2014:14:38%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Ffaq-2%2F	ukepengen.no/wp-json/oembed/1.0/embedc249.json	(from http://ukepengen.no/en/faq-2/)
15:14:40	2271/2271	---MCZ	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202017%2014:14:39%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Fen%2Ffaq-2%2F&format=xml	ukepengen.no/wp-json/oembed/1.0/embed1eb4	(from http://ukepengen.no/en/faq-2/)
15:14:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:40%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/faq-2/)
15:14:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:40%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/faq-2/)
15:14:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:14:40%20GMT	http://ukepengen.no/en/home	ukepengen.no/en/home	(from http://ukepengen.no/en/faq-2/)
15:14:41	28386/28386	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202017%2014:14:40%20GMT	http://ukepengen.no/faq-3-2/	ukepengen.no/faq-3-2/index.html	(from http://ukepengen.no/en/faq-2/)
15:16:12	1186113/1186113	---M--	200	added ('OK')	image/png	etag:%22121941-5308710e4e359%22	http://ukepengen.no/wp-content/uploads/2015/10/about-philip-collage-2.png	ukepengen.no/wp-content/uploads/2015/10/about-philip-collage-2.png	(from http://ukepengen.no/en/about-us/)
15:16:17	1329096/1329096	---M--	200	added ('OK')	image/png	etag:%221447c8-5308710e46659%22	http://ukepengen.no/wp-content/uploads/2015/10/about-philip-collage-1.png	ukepengen.no/wp-content/uploads/2015/10/about-philip-collage-1.png	(from http://ukepengen.no/en/about-us/)
15:16:17	2248/2248	---MCZ	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202017%2014:16:17%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Ffaq-3-2%2F	ukepengen.no/wp-json/oembed/1.0/embedfe3f.json	(from http://ukepengen.no/faq-3-2/)
15:16:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202017%2014:16:17%20GMT	http://ukepengen.no/?p=430	ukepengen.no/indexbdc5.html	(from http://ukepengen.no/faq-3-2/)
15:16:18	2347/2347	---MCZ	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202017%2014:16:17%20GMT	http://ukepengen.no/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fukepengen.no%2Ffaq-3-2%2F&format=xml	ukepengen.no/wp-json/oembed/1.0/embed778a	(from http://ukepengen.no/faq-3-2/)
